BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
R000593,HON. DENNIS A. ROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-FREDS SOUTHERN KITCHEN,1/29/2017,2/28/2017,FOOD & BEVERAGE,128.6,2017,CITI PCARD-FREDS SOUTHERN KITCHEN
R000593,HON. DENNIS A. ROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-HARRY'S OF LAKELAND,1/29/2017,2/28/2017,FOOD & BEVERAGE,216.75,2017,CITI PCARD-HARRY'S OF LAKELAND
R000593,HON. DENNIS A. ROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/16/2017,2/16/2017,FOOD & BEVERAGE,109.9,2017,BOISE CASCADE COMPANY
R000598,HON. KEITH J. ROTHFUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/13/2017,AP,E0493136,DUQUESNE CLUB,1/30/2017,1/30/2017,FOOD & BEVERAGE,124.81,2017,DUQUESNE CLUB
R000598,HON. KEITH J. ROTHFUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,E0473737,SHIVELY ALEXANDER,12/23/2016,12/23/2016,FOOD & BEVERAGE,839.87,2016,SHIVELY ALEXANDER
R000598,HON. KEITH J. ROTHFUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-CAPITOL HOST,11/29/2016,12/28/2016,FOOD & BEVERAGE,463.77,2016,CITI PCARD-CAPITOL HOST
R000598,HON. KEITH J. ROTHFUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/22/2017,AP,E0489134,COCA-COLA BOTTLING COMPANY CONSOLIDATED,9/20/2016,9/20/2016,FOOD & BEVERAGE,117.4,2016,COCA-COLA BOTTLING COMPANY CONSOLIDATED
R000603,HON. DAVID ROUZER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902282,CRYSTAL SPRINGS,1/5/2017,1/5/2017,FOOD & BEVERAGE,141.7,2017,CRYSTAL SPRINGS
R000603,HON. DAVID ROUZER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-COSTCO.COM   ONLINE,11/29/2016,12/28/2016,FOOD & BEVERAGE,549.93,2016,CITI PCARD-COSTCO.COM   ONLINE
R000487,HON. EDWARD R. ROYCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/13/2017,AP,901764,HAN SACHA B.,1/9/2017,1/14/2017,FOOD & BEVERAGE,167.18,2017,HAN SACHA B.
R000487,HON. EDWARD R. ROYCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897411,HU STEPHANIE W.,12/3/2016,12/3/2016,FOOD & BEVERAGE,140.1,2016,HU STEPHANIE W.
R000599,HON. RAUL RUIZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-PALM DESERT CHAMBER,11/29/2016,12/28/2016,FOOD & BEVERAGE,220,2016,CITI PCARD-PALM DESERT CHAMBER
R000599,HON. RAUL RUIZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-RALPHS,11/29/2016,12/28/2016,FOOD & BEVERAGE,140.59,2016,CITI PCARD-RALPHS
R000599,HON. RAUL RUIZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-SIP,11/29/2016,12/28/2016,FOOD & BEVERAGE,242,2016,CITI PCARD-SIP
R000576,HON. C. A. DUTCH RUPPERSBERGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/15/2017,AP,E0487600,GONZALES B W.,1/18/2017,1/23/2017,FOOD & BEVERAGE,461.04,2017,GONZALES B W.
R000515,HON. BOBBY L. RUSH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-DEL FRISCOS,1/3/2017,1/28/2017,FOOD & BEVERAGE,2061,2017,CITI PCARD-DEL FRISCOS
R000515,HON. BOBBY L. RUSH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-PREMIER CATERING AND E,1/3/2017,1/28/2017,FOOD & BEVERAGE,2112.89,2017,CITI PCARD-PREMIER CATERING AND E
R000515,HON. BOBBY L. RUSH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-TARGET,1/29/2017,2/28/2017,FOOD & BEVERAGE,234.46,2017,CITI PCARD-TARGET
R000515,HON. BOBBY L. RUSH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/21/2017,2/21/2017,FOOD & BEVERAGE,347.27,2017,BOISE CASCADE COMPANY
R000604,HON. STEVE RUSSELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/10/2017,1/10/2017,FOOD & BEVERAGE,148.58,2017,BOISE CASCADE COMPANY
R000604,HON. STEVE RUSSELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/15/2016,12/15/2016,FOOD & BEVERAGE,109.87,2016,BOISE CASCADE COMPANY
R000570,HON. PAUL D. RYAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0491893,OFFICE DEPOT INC,2/16/2017,2/16/2017,FOOD & BEVERAGE,154.85,2017,OFFICE DEPOT INC
R000570,HON. PAUL D. RYAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/8/2017,AP,E0473267,GOOSEBERRIES FRESH MARKET LLC,12/3/2016,12/3/2016,FOOD & BEVERAGE,581.85,2016,GOOSEBERRIES FRESH MARKET LLC
R000577,HON. TIMOTHY J. RYAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0486336,MCMENAMYS LLC,1/29/2017,1/29/2017,FOOD & BEVERAGE,932.4,2017,MCMENAMYS LLC
R000577,HON. TIMOTHY J. RYAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/23/2016,12/23/2016,FOOD & BEVERAGE,175.29,2016,BOISE CASCADE COMPANY
S001177,HON. GREGORIO SABLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/16/2017,AP,E0495984,JC TENORIO ENTERPRISES INC,2/17/2017,2/17/2017,FOOD & BEVERAGE,223.14,2017,JC TENORIO ENTERPRISES INC
S001177,HON. GREGORIO SABLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0500206,SABLAN CHRISTINA-MARIE E.,2/22/2017,2/22/2017,FOOD & BEVERAGE,440,2017,SABLAN CHRISTINA-MARIE E.
S001177,HON. GREGORIO SABLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0500206,SABLAN CHRISTINA-MARIE E.,2/23/2017,2/23/2017,FOOD & BEVERAGE,422.7,2017,SABLAN CHRISTINA-MARIE E.
S001177,HON. GREGORIO SABLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0500206,SABLAN CHRISTINA-MARIE E.,2/24/2017,2/24/2017,FOOD & BEVERAGE,880,2017,SABLAN CHRISTINA-MARIE E.
S001177,HON. GREGORIO SABLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/4/2017,AP,E0474275,JC TENORIO ENTERPRISES INC,12/19/2016,12/19/2016,FOOD & BEVERAGE,157.92,2016,JC TENORIO ENTERPRISES INC
S001156,HON. LINDA T. SANCHEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/20/2017,AP,E0497094,FISHER SULKALA MARGARET L.,2/21/2017,2/23/2017,FOOD & BEVERAGE,477.46,2017,FISHER SULKALA MARGARET L.
S001156,HON. LINDA T. SANCHEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/20/2017,AP,E0497099,ESTRADA YVETTE S.,2/22/2017,2/22/2017,FOOD & BEVERAGE,160,2017,ESTRADA YVETTE S.
S001156,HON. LINDA T. SANCHEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/16/2016,12/16/2016,FOOD & BEVERAGE,311.35,2016,BOISE CASCADE COMPANY
S001156,HON. LINDA T. SANCHEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/19/2016,12/19/2016,FOOD & BEVERAGE,123.28,2016,BOISE CASCADE COMPANY
S001168,HON. JOHN P. SARBANES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0493069,GIERON KATE M.,2/22/2017,2/22/2017,FOOD & BEVERAGE,257.75,2017,GIERON KATE M.
S001168,HON. JOHN P. SARBANES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-PANERA BREAD,11/29/2016,12/28/2016,FOOD & BEVERAGE,323.47,2016,CITI PCARD-PANERA BREAD
S001145,HON. JANICE D. SCHAKOWSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/19/2016,12/19/2016,FOOD & BEVERAGE,189.33,2016,BOISE CASCADE COMPANY
S001150,HON. ADAM B. SCHIFF,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0488299,OINUMA COLLEEN,1/27/2017,1/27/2017,FOOD & BEVERAGE,120.44,2017,OINUMA COLLEEN
S001150,HON. ADAM B. SCHIFF,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/9/2017,AP,E0474833,CITIBANK GOV CARD SERVICE,12/10/2016,12/10/2016,FOOD & BEVERAGE,353.16,2016,CITIBANK GOV CARD SERVICE
S001180,HON. KURT SCHRADER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0491876,OFFICE DEPOT INC,2/8/2017,2/8/2017,FOOD & BEVERAGE,148.9,2017,OFFICE DEPOT INC
S001180,HON. KURT SCHRADER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/31/2017,AP,E0480106,READYREFRESH BY NESTLE,12/5/2016,12/5/2016,FOOD & BEVERAGE,568.06,2016,READYREFRESH BY NESTLE
S001189,HON. AUSTIN SCOTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/16/2017,2/16/2017,FOOD & BEVERAGE,144.85,2017,BOISE CASCADE COMPANY
S001189,HON. AUSTIN SCOTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/10/2017,AP,E0474999,JOHNSON ALICE K.,11/16/2016,11/17/2016,FOOD & BEVERAGE,204.47,2016,JOHNSON ALICE K.
S001189,HON. AUSTIN SCOTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/19/2016,12/19/2016,FOOD & BEVERAGE,249.05,2016,BOISE CASCADE COMPANY
S001157,HON. DAVID SCOTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,E0489034,BIRTHA MOORE,2/4/2017,2/4/2017,FOOD & BEVERAGE,499,2017,BIRTHA MOORE
S000185,"HON. ROBERT C. ""BOBBY"" SCOTT",2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/6/2017,1/6/2017,FOOD & BEVERAGE,273.61,2017,BOISE CASCADE COMPANY
S000185,"HON. ROBERT C. ""BOBBY"" SCOTT",2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/27/2016,12/27/2016,FOOD & BEVERAGE,587.97,2016,BOISE CASCADE COMPANY
S000248,HON. JOSE E. SERRANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/13/2017,AP,E0486598,JORDAN ANTHONY R.,1/30/2017,1/30/2017,FOOD & BEVERAGE,172.15,2017,JORDAN ANTHONY R.
S000248,HON. JOSE E. SERRANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/13/2017,AP,E0486611,WAGNER-ANDERSON CLARA E.,1/20/2017,1/20/2017,FOOD & BEVERAGE,199.4,2017,WAGNER-ANDERSON CLARA E.
S000250,HON. PETE SESSIONS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/30/2017,AP,E0482202,FIRST CHOICE COFFEE SERVICES,1/12/2017,1/12/2017,FOOD & BEVERAGE,238.47,2017,FIRST CHOICE COFFEE SERVICES
S000250,HON. PETE SESSIONS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0493519,FIRST CHOICE COFFEE SERVICES,2/9/2017,2/9/2017,FOOD & BEVERAGE,238.8,2017,FIRST CHOICE COFFEE SERVICES
S000250,HON. PETE SESSIONS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0493523,HON. PETE SESSIONS,2/8/2017,2/10/2017,FOOD & BEVERAGE,838.06,2017,HON. PETE SESSIONS
S000250,HON. PETE SESSIONS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/12/2017,AP,E0477004,HON. PETE SESSIONS,12/12/2016,12/12/2016,FOOD & BEVERAGE,109.9,2016,HON. PETE SESSIONS
S001185,HON. TERRI A. SEWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-4004 JNN 5 POINTS,1/3/2017,1/28/2017,FOOD & BEVERAGE,331.08,2017,CITI PCARD-4004 JNN 5 POINTS
S001185,HON. TERRI A. SEWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-DT,1/3/2017,1/28/2017,FOOD & BEVERAGE,145,2017,CITI PCARD-DT
S001185,HON. TERRI A. SEWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-SQ  JON WRIGHT,1/3/2017,1/28/2017,FOOD & BEVERAGE,6000,2017,CITI PCARD-SQ  JON WRIGHT
S001185,HON. TERRI A. SEWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/24/2017,AP,E0487936,PUBLIX SUPER MARKETS INC,1/26/2017,1/30/2017,FOOD & BEVERAGE,161.6,2017,PUBLIX SUPER MARKETS INC
S001185,HON. TERRI A. SEWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0487945,THOMAS SHASHRINA L,1/19/2017,1/19/2017,FOOD & BEVERAGE,138,2017,THOMAS SHASHRINA L
S001185,HON. TERRI A. SEWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-00881CITYCLUBBIRMINF&B,1/29/2017,2/28/2017,FOOD & BEVERAGE,1230.97,2017,CITI PCARD-00881CITYCLUBBIRMINF&B
S001185,HON. TERRI A. SEWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-CHICK-FIL-A,1/29/2017,2/28/2017,FOOD & BEVERAGE,260.04,2017,CITI PCARD-CHICK-FIL-A
S001185,HON. TERRI A. SEWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-COSI,1/29/2017,2/28/2017,FOOD & BEVERAGE,472.53,2017,CITI PCARD-COSI
S001185,HON. TERRI A. SEWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-WAL-MART,1/29/2017,2/28/2017,FOOD & BEVERAGE,131,2017,CITI PCARD-WAL-MART
S001185,HON. TERRI A. SEWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0497858,PUBLIX SUPER MARKETS INC,1/26/2017,1/30/2017,FOOD & BEVERAGE,161.6,2017,PUBLIX SUPER MARKETS INC
S001185,HON. TERRI A. SEWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/12/2017,AP,E0475516,DEER PARK WATER,12/15/2016,12/15/2016,FOOD & BEVERAGE,1535.04,2016,DEER PARK WATER
S001185,HON. TERRI A. SEWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/20/2016,12/20/2016,FOOD & BEVERAGE,236.25,2016,BOISE CASCADE COMPANY
S001170,HON. CAROL SHEA-PORTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/13/2017,3/13/2017,FOOD & BEVERAGE,140.23,2017,BOISE CASCADE COMPANY
S001154,HON. BILL SHUSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/5/2017,1/5/2017,FOOD & BEVERAGE,171.33,2017,BOISE CASCADE COMPANY
S000510,HON. ADAM SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/24/2017,AP,E0488938,ENTENMAN DEBRA J.,1/5/2017,1/16/2017,FOOD & BEVERAGE,130,2017,ENTENMAN DEBRA J.
S000510,HON. ADAM SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/15/2017,AP,E0476301,MOHAMED AMINA A.,12/11/2016,12/13/2016,FOOD & BEVERAGE,121.32,2016,MOHAMED AMINA A.
S001172,HON. ADRIAN SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-SENATECATERING,1/29/2017,2/28/2017,FOOD & BEVERAGE,635,2017,CITI PCARD-SENATECATERING
S001172,HON. ADRIAN SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-MENUS CATERING,11/29/2016,12/28/2016,FOOD & BEVERAGE,593.23,2016,CITI PCARD-MENUS CATERING
S001172,HON. ADRIAN SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-SQ  TAKOREAN,11/29/2016,12/28/2016,FOOD & BEVERAGE,286,2016,CITI PCARD-SQ  TAKOREAN
S000522,HON. CHRISTOPHER H. SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0497806,TOZZI PIERO A.,1/27/2017,1/27/2017,FOOD & BEVERAGE,372.28,2017,TOZZI PIERO A.
S001195,HON. JASON SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,E0482825,BREAD + BUTTER,12/10/2016,12/10/2016,FOOD & BEVERAGE,225.79,2016,BREAD + BUTTER
S000583,HON. LAMAR SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0493322,VINYARD ASHLEE R.,2/24/2017,2/24/2017,FOOD & BEVERAGE,682.79,2017,VINYARD ASHLEE R.
S000583,HON. LAMAR SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/9/2017,3/9/2017,FOOD & BEVERAGE,140.87,2017,BOISE CASCADE COMPANY
S000583,HON. LAMAR SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0477218,ASMUS MICHAEL D.,12/3/2016,12/3/2016,FOOD & BEVERAGE,206,2016,ASMUS MICHAEL D.
S000583,HON. LAMAR SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-KEURIG GREEN MOUNTAIN,11/29/2016,12/28/2016,FOOD & BEVERAGE,375.38,2016,CITI PCARD-KEURIG GREEN MOUNTAIN
S001199,HON. LLOYD SMUCKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/24/2017,AP,E0488835,KELLEHER KELSEY A.,1/27/2017,1/27/2017,FOOD & BEVERAGE,286.18,2017,KELLEHER KELSEY A.
S001196,HON. ELISE M. STEFANIK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0497387,CITIBANK GOV CARD SERVICE,2/8/2017,2/8/2017,FOOD & BEVERAGE,960.18,2017,CITIBANK GOV CARD SERVICE
S001192,HON. CHRIS STEWART,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-CAPITALDNGCTRG,1/29/2017,2/28/2017,FOOD & BEVERAGE,1655.29,2017,CITI PCARD-CAPITALDNGCTRG
S001187,HON. STEVE STIVERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/4/2017,AP,E0469788,RAPIEN ADAM M.,10/28/2016,11/9/2016,FOOD & BEVERAGE,350.59,2016,RAPIEN ADAM M.
S001187,HON. STEVE STIVERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/7/2017,AP,E0480653,SQUARE SEVEN COFFEE HOUSE,11/19/2016,11/19/2016,FOOD & BEVERAGE,155,2016,SQUARE SEVEN COFFEE HOUSE
S001201,HON. THOMAS R SUOZZI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/14/2017,AP,E0494688,ROGERS CYNTHIA S.,1/28/2017,1/28/2017,FOOD & BEVERAGE,114.58,2017,ROGERS CYNTHIA S.
S001193,HON. ERIC SWALWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-DT,1/29/2017,2/28/2017,FOOD & BEVERAGE,154.44,2017,CITI PCARD-DT
T000472,HON. MARK TAKANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/10/2017,AP,E0494823,WILLS HEIDI F.,2/20/2017,2/20/2017,FOOD & BEVERAGE,155.74,2017,WILLS HEIDI F.
T000472,HON. MARK TAKANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-SUSHINGON,1/29/2017,2/28/2017,FOOD & BEVERAGE,521.52,2017,CITI PCARD-SUSHINGON
T000467,HON. GLENN THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/15/2017,AP,E0487683,BRENNAN MATTHEW,1/19/2017,1/19/2017,FOOD & BEVERAGE,110,2017,BRENNAN MATTHEW
T000467,HON. GLENN THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/22/2017,AP,E0489217,CITIBANK GOV CARD SERVICE,1/19/2017,1/19/2017,FOOD & BEVERAGE,112.12,2017,CITIBANK GOV CARD SERVICE
T000467,HON. GLENN THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/22/2017,AP,E0489357,HON. GLENN THOMPSON,2/9/2017,2/9/2017,FOOD & BEVERAGE,149.36,2017,HON. GLENN THOMPSON
T000467,HON. GLENN THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/9/2017,AP,E0475589,BRENNAN MATTHEW,12/22/2016,12/22/2016,FOOD & BEVERAGE,135.4,2016,BRENNAN MATTHEW
T000460,HON. MIKE THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/30/2017,AP,E0499918,GALE STEPHEN A.,2/24/2017,2/24/2017,FOOD & BEVERAGE,415.24,2017,GALE STEPHEN A.
T000238,HON. MAC THORNBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0483206,ROSS SANDRA,1/11/2017,1/19/2017,FOOD & BEVERAGE,120,2017,ROSS SANDRA
T000468,HON. DINA TITUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/26/2017,AP,E0481444,NAFT MICHAEL N.,1/3/2017,1/14/2017,FOOD & BEVERAGE,152,2017,NAFT MICHAEL N.
T000468,HON. DINA TITUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0493800,HON DINA TITUS,2/1/2017,2/10/2017,FOOD & BEVERAGE,115.05,2017,HON DINA TITUS
T000468,HON. DINA TITUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0493287,NAFT MICHAEL N.,1/24/2017,2/23/2017,FOOD & BEVERAGE,231.2,2017,NAFT MICHAEL N.
T000468,HON. DINA TITUS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/9/2017,AP,E0475227,GERTSEMA JAY,12/8/2016,12/8/2016,FOOD & BEVERAGE,112.41,2016,GERTSEMA JAY
